calculationType,eventId,note,amount_cents,payoutId,roleType,recipientUserId,stripeTransferId,createdAt,basis_amount_cents,paidAt,currency,effectiveCommissionRate,status,updatedAt,id,created_date,updated_date,created_by_id,is_sample
"contract_amount","69d0f6544647a7b192b1fa61","Talent présent — 32$ - fee 11.40% = 28.35$ [source: lineup_placement] [UNDERFUNDED: contrat 144$ → effectif 32$ (ratio 0.222)]","2835","69d12618159e0aedc2ffec34","talent_payout","69cd302266f2193a99122757","tr_1TPW1LEDnfppNFcx2vOKcbVY","2026-04-15 14:58:19.261+00","14400","2026-04-23 22:46:29.365+00","CAD","0.114","paid","2026-04-23 22:46:29.365+00","69f1f7cb8b6f84386ebd518b","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d4226e96b1a73f25f14199","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 3.5 mod 1 = 12.00% = 6.27$ [UNDERFUNDED: contrat 260$ → effectif 52.29$ (ratio 0.201)]","627","69d42721bd15ed73c88d7181","platform_fee","","","2026-04-15 14:58:14.069+00","26000","2026-04-29 01:23:22.614+00","CAD","","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd518c","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d4226e96b1a73f25f14199","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 3.6 mod 1 = 12.00% = 2.41$ [UNDERFUNDED: contrat 100$ → effectif 20.11$ (ratio 0.201)]","241","69d42721bd15ed73c88d7181","platform_fee","","","2026-04-15 14:58:14.069+00","10000","","CAD","","pending","2026-04-15 14:58:14.069+00","69f1f7cb8b6f84386ebd518d","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69d4226e96b1a73f25f14199","Talent présent — 52.29$ - fee 12.00% = 46.02$ [source: snapshot_fallback] [UNDERFUNDED: contrat 260$ → effectif 52.29$ (ratio 0.201)]","4602","69d42721bd15ed73c88d7181","talent_payout","698dc6f781b400b640a229f6","tr_1TRMquEDnfppNFcxY13yfJqN","2026-04-15 14:58:14.069+00","26000","2026-04-29 01:23:22.614+00","CAD","0.12","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd518e","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69d4226e96b1a73f25f14199","Talent présent — 20.11$ - fee 12.00% = 17.7$ [source: snapshot_fallback] [UNDERFUNDED: contrat 100$ → effectif 20.11$ (ratio 0.201)]","1770","69d42721bd15ed73c88d7181","talent_payout","698dbbf753d545317578c200","tr_1TRMqxEDnfppNFcxOoDROZ1i","2026-04-15 14:58:14.069+00","10000","2026-04-29 01:23:22.614+00","CAD","0.12","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd518f","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d50aef1d027b3e5062e3fd","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.0 mod 0.95 = 11.40% = 3.03$ [UNDERFUNDED: contrat 170$ → effectif 26.6$ (ratio 0.156)]","303","69d50c7e44ce46cdf8c9e964","platform_fee","","","2026-04-15 14:58:09.665+00","17000","2026-04-19 15:13:15.524+00","CAD","","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5190","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69d50aef1d027b3e5062e3fd","Talent présent — 26.6$ - fee 11.40% = 23.57$ [source: snapshot_fallback] [UNDERFUNDED: contrat 170$ → effectif 26.6$ (ratio 0.156)]","2357","69d50c7e44ce46cdf8c9e964","talent_payout","698c747aee05acfdd23ea578","tr_1TNx2nEDnfppNFcxraXJJ3bm","2026-04-15 14:58:09.665+00","17000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5191","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d7a2d58c1b81558a43c8d8","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.1 mod 0.95 = 11.40% = 23.44$ [UNDERFUNDED: contrat 1000$ → effectif 205.6$ (ratio 0.206)]","2344","69d7b9d259213f9d37c4c1df","platform_fee","","","2026-04-15 14:58:05.17+00","100000","2026-04-19 15:13:15.524+00","CAD","","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5192","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69eabaa014b3b229e04cd76a","Courtage snapshot T1 figé=6.00% = 2.1$","210","69eac4bb37b7b471b1c8050e","platform_fee","","","2026-04-25 13:00:40.064+00","210","","CAD","","pending","2026-04-25 13:00:40.064+00","69f1f7cb8b6f84386ebd5193","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69eabaa014b3b229e04cd76a","Courtage snapshot T1 figé=5.00% = 0.25$","25","69eac4bb37b7b471b1c8050e","platform_fee","","","2026-04-25 13:00:40.064+00","25","","CAD","","pending","2026-04-25 13:00:40.064+00","69f1f7cb8b6f84386ebd5194","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69eabaa014b3b229e04cd76a","Talent présent — 35$ - fee 6.00% = 32.9$ [lineup: lineup_placement, commission: snapshot]","3290","69eac4bb37b7b471b1c8050e","talent_payout","69cd302266f2193a99122757","","2026-04-25 13:00:40.064+00","3500","","CAD","0.06","pending","2026-04-25 13:00:40.064+00","69f1f7cb8b6f84386ebd5195","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69eabaa014b3b229e04cd76a","Talent présent — 5$ - fee 5.00% = 4.75$ [lineup: lineup_placement, commission: snapshot]","475","69eac4bb37b7b471b1c8050e","talent_payout","698c747aee05acfdd23ea578","tr_1TRX8TEDnfppNFcxAQImZ5Om","2026-04-25 13:00:40.064+00","500","2026-04-29T12:22:12.765Z","CAD","0.05","paid","2026-04-29T12:22:12.765Z","69f1f7cb8b6f84386ebd5196","2026-04-29T12:21:31.009000","2026-04-29T12:22:38.234000","698c747aee05acfdd23ea578","false"
"refund","69eabaa014b3b229e04cd76a","No-show remboursé au payeur — talent a229f6 contrat 120$ = 14.0% × salePrice 860$ = 120.4$","12040","69eac4bb37b7b471b1c8050e","talent_noshow_refund","","","2026-04-25 13:00:40.064+00","12000","","CAD","","blocked","2026-04-25 13:00:40.064+00","69f1f7cb8b6f84386ebd5197","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"refund","69eabaa014b3b229e04cd76a","No-show remboursé au payeur — talent c6bb1c contrat 200$ = 23.0% × salePrice 860$ = 197.8$","19780","69eac4bb37b7b471b1c8050e","talent_noshow_refund","","","2026-04-25 13:00:40.064+00","20000","","CAD","","blocked","2026-04-25 13:00:40.064+00","69f1f7cb8b6f84386ebd5198","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"refund","69eabaa014b3b229e04cd76a","No-show remboursé au payeur — talent a3457a contrat 500$ = 58.0% × salePrice 860$ = 498.8$","7160","69eac4bb37b7b471b1c8050e","talent_noshow_refund","","","2026-04-25 13:00:40.064+00","50000","","CAD","","pending","2026-04-25 13:00:40.064+00","69f1f7cb8b6f84386ebd5199","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69eb54a1a9707a51c042eaff","Courtage snapshot T1 figé=6.00% = 24$","2400","69eb62e6c44c36a3420ef7a3","platform_fee","","","2026-04-25 13:00:36.03+00","2400","","CAD","","pending","2026-04-25 13:00:36.03+00","69f1f7cb8b6f84386ebd519a","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69eb54a1a9707a51c042eaff","Talent présent — 400$ - fee 6.00% = 376$ [lineup: lineup_placement, commission: snapshot]","37600","69eb62e6c44c36a3420ef7a3","talent_payout","69cd302266f2193a99122757","","2026-04-25 13:00:36.03+00","40000","","CAD","0.06","pending","2026-04-25 13:00:36.03+00","69f1f7cb8b6f84386ebd519b","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"refund","69eb54a1a9707a51c042eaff","No-show remboursé au payeur — talent 991620 contrat 600$ = 60.0% × salePrice 1000$ = 600$","20000","69eb62e6c44c36a3420ef7a3","talent_noshow_refund","","","2026-04-25 13:00:36.03+00","60000","","CAD","","pending","2026-04-25 13:00:36.03+00","69f1f7cb8b6f84386ebd519c","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_of_platform_fee","69e908ca7e1c2a2d48a8d808","Commission vendeur tier C — 5% × 0.67$ MR = 0.03$","3","69ea2a7c31c31e4e3253f267","seller_commission","69cd302266f2193a99122757","","2026-04-24 17:09:21.374+00","67","","CAD","0.05","pending","2026-04-24 17:09:21.374+00","69f1f7cb8b6f84386ebd519d","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e908ca7e1c2a2d48a8d808","Courtage snapshot T1 figé=3.33% = 0.67$","67","69ea2a7c31c31e4e3253f267","platform_fee","","","2026-04-24 17:09:21.374+00","67","2026-04-28 22:06:23.46+00","CAD","","paid","2026-04-28 22:06:23.46+00","69f1f7cb8b6f84386ebd519e","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e908ca7e1c2a2d48a8d808","Talent présent — 20$ - fee 3.33% = 19.33$ [lineup: lineup_placement, commission: snapshot]","1933","69ea2a7c31c31e4e3253f267","talent_payout","69b48a2b7d5c0db589c6bb1c","tr_1TRJlwEDnfppNFcxiJnkgnlt","2026-04-24 17:09:21.374+00","2000","2026-04-28 22:06:23.46+00","CAD","0.0333","paid","2026-04-28 22:06:23.46+00","69f1f7cb8b6f84386ebd519f","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_of_platform_fee","69ea38cbfecda0c9be8b840e","Commission vendeur tier C — 5% × 3.75$ MR = 0.19$","19","69ea41bd4a58bb382f84223d","seller_commission","69cd302266f2193a99122757","","2026-04-24 17:09:17.35+00","375","","CAD","0.05","pending","2026-04-24 17:09:17.35+00","69f1f7cb8b6f84386ebd51a0","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69ea38cbfecda0c9be8b840e","Courtage snapshot T1 figé=5.00% = 3.75$","375","69ea41bd4a58bb382f84223d","platform_fee","","","2026-04-24 17:09:17.35+00","375","2026-04-28 22:06:23.46+00","CAD","","paid","2026-04-28 22:06:23.46+00","69f1f7cb8b6f84386ebd51a1","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69ea38cbfecda0c9be8b840e","Talent présent — 75$ - fee 5.00% = 71.25$ [lineup: lineup_placement, commission: snapshot]","7125","69ea41bd4a58bb382f84223d","talent_payout","698c747aee05acfdd23ea578","tr_1TRJlzEDnfppNFcxcCcfMOIC","2026-04-24 17:09:17.35+00","7500","2026-04-28 22:06:23.46+00","CAD","0.05","paid","2026-04-28 22:06:23.46+00","69f1f7cb8b6f84386ebd51a2","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"refund","69ea44480ce0b77f1fda9c04","No-show remboursé au payeur — talent 3ea578 contrat 1000$ = 100.0% × salePrice 1000$ = 1000$","100000","69ea46c462a7ddfa7e9bff26","talent_noshow_refund","","re_3TPPrfEDnfppNFcx0bG72hfI","2026-04-24 17:09:14.201+00","100000","2026-04-28 22:06:23.46+00","CAD","","paid","2026-04-24 17:09:14.201+00","69f1f7cb8b6f84386ebd51a3","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_of_platform_fee","69e8fed2e9dd6272584885ea","Commission vendeur tier C — 5% × 6.58$ MR = 0.33$","33","69e9065bf93222a0321f7c6f","seller_commission","69cd302266f2193a99122757","","2026-04-24 13:01:08.631+00","658","","CAD","0.05","pending","2026-04-24 13:01:08.631+00","69f1f7cb8b6f84386ebd51a4","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e8fed2e9dd6272584885ea","Courtage snapshot T1 figé=5.00% = 2.75$","275","69e9065bf93222a0321f7c6f","platform_fee","","","2026-04-24 13:01:08.631+00","275","2026-04-24 15:32:20.209+00","CAD","","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51a5","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e8fed2e9dd6272584885ea","Courtage snapshot T1 figé=3.33% = 3.83$","383","69e9065bf93222a0321f7c6f","platform_fee","","","2026-04-24 13:01:08.631+00","383","","CAD","","pending","2026-04-24 13:01:08.631+00","69f1f7cb8b6f84386ebd51a6","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e8fed2e9dd6272584885ea","Talent présent — 55$ - fee 5.00% = 52.25$ [lineup: lineup_placement, commission: snapshot]","5225","69e9065bf93222a0321f7c6f","talent_payout","698c747aee05acfdd23ea578","tr_1TPliREDnfppNFcxEyRDSg1G","2026-04-24 13:01:08.631+00","5500","2026-04-24 15:32:20.209+00","CAD","0.05","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51a7","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e8fed2e9dd6272584885ea","Talent présent — 115$ - fee 3.33% = 111.17$ [lineup: lineup_placement, commission: snapshot]","11117","69e9065bf93222a0321f7c6f","talent_payout","69b48a2b7d5c0db589c6bb1c","tr_1TPliWEDnfppNFcxKbb8Vxum","2026-04-24 13:01:08.631+00","11500","2026-04-24 15:32:20.209+00","CAD","0.0333","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51a8","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_of_platform_fee","69e90c54b9f9412ee2f25c2e","Commission vendeur tier C — 5% × 0.83$ MR = 0.04$","4","69e924c542da11b0da639052","seller_commission","69cd302266f2193a99122757","","2026-04-24 13:01:04.469+00","83","","CAD","0.05","pending","2026-04-24 13:01:04.469+00","69f1f7cb8b6f84386ebd51a9","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e90c54b9f9412ee2f25c2e","Courtage snapshot T1 figé=3.33% = 0.83$","83","69e924c542da11b0da639052","platform_fee","","","2026-04-24 13:01:04.469+00","83","2026-04-24 15:32:20.209+00","CAD","","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51aa","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e90c54b9f9412ee2f25c2e","Talent présent — 25$ - fee 3.33% = 24.17$ [lineup: lineup_placement, commission: snapshot]","2417","69e924c542da11b0da639052","talent_payout","69b48a2b7d5c0db589c6bb1c","tr_1TPlibEDnfppNFcxGBFZQxdH","2026-04-24 13:01:04.469+00","2500","2026-04-24 15:32:20.209+00","CAD","0.0333","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51ab","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_of_platform_fee","69e943216c09c49fe424336a","Commission vendeur tier C (défaut) — 5% × 4$ MR = 0.2$","20","69e95230c8f07178258ac8ae","seller_commission","698c747aee05acfdd23ea578","","2026-04-24 13:00:59.622+00","400","","CAD","0.05","pending","2026-04-24 13:00:59.622+00","69f1f7cb8b6f84386ebd51ac","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e943216c09c49fe424336a","Courtage snapshot T1 figé=3.33% = 2$","200","69e95230c8f07178258ac8ae","platform_fee","","","2026-04-24 13:00:59.622+00","200","2026-04-24 15:32:20.209+00","CAD","","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51ad","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e943216c09c49fe424336a","Courtage snapshot T1 figé=5.70% = 2$","200","69e95230c8f07178258ac8ae","platform_fee","","","2026-04-24 13:00:59.622+00","200","","CAD","","pending","2026-04-24 13:00:59.622+00","69f1f7cb8b6f84386ebd51ae","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e943216c09c49fe424336a","Talent présent — 60$ - fee 3.33% = 58$ [lineup: lineup_placement, commission: snapshot]","5800","69e95230c8f07178258ac8ae","talent_payout","69b48a2b7d5c0db589c6bb1c","tr_1TPlieEDnfppNFcxeLhXHBiV","2026-04-24 13:00:59.622+00","6000","2026-04-24 15:32:20.209+00","CAD","0.0333","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51af","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e943216c09c49fe424336a","Talent présent — 35$ - fee 5.70% = 33$ [lineup: lineup_placement, commission: snapshot]","3300","69e95230c8f07178258ac8ae","talent_payout","69cd302266f2193a99122757","tr_1TPliiEDnfppNFcxxykjrfCC","2026-04-24 13:00:59.622+00","3500","2026-04-24 15:32:20.209+00","CAD","0.057","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51b0","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e7cd5b37d2d78827c5a490","Courtage snapshot T1 figé=13.80% = 2.76$","276","69e9526469f022a24ff70f9e","platform_fee","","","2026-04-24 13:00:56.021+00","276","2026-04-24 15:32:20.209+00","CAD","","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51b1","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e7cd5b37d2d78827c5a490","Talent présent — 20$ - fee 13.80% = 17.24$ [lineup: lineup_placement, commission: snapshot]","1724","69e9526469f022a24ff70f9e","talent_payout","699c655e40e8dc98eacda675","tr_1TPlimEDnfppNFcxnFWurbXU","2026-04-24 13:00:56.021+00","2000","2026-04-24 15:32:20.209+00","CAD","0.138","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51b2","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_of_platform_fee","69e97d4b55f24e6ae443e816","Commission vendeur tier C (défaut) — 5% × 11.92$ MR = 0.6$","60","69e97e84fc11c5201a82e188","seller_commission","69cd302266f2193a99122757","","2026-04-24 13:00:50.204+00","1192","","CAD","0.05","pending","2026-04-24 13:00:50.204+00","69f1f7cb8b6f84386ebd51b3","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e97d4b55f24e6ae443e816","Courtage snapshot T1 figé=13.20% = 7.92$","792","69e97e84fc11c5201a82e188","platform_fee","","","2026-04-24 13:00:50.204+00","792","2026-04-24 15:32:20.209+00","CAD","","paid","2026-04-24 15:32:20.209+00","69f1f7cb8b6f84386ebd51b4","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e97d4b55f24e6ae443e816","Courtage snapshot T1 figé=5.00% = 4$","400","69e97e84fc11c5201a82e188","platform_fee","","","2026-04-24 13:00:50.204+00","400","","CAD","","pending","2026-04-24 13:00:50.204+00","69f1f7cb8b6f84386ebd51b5","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"proportional_deposit","69d8e47a29fd00ffd0fffe17","Part dépôt annulation — contrat 100$ × 100.0% = 10000$ - fee 5% = 9500$","9025","69df7ffa59bc92403a6d0fec","talent_payout","698d204286a5af9808991620","","2026-04-15 12:09:31.616+00","9500","","CAD","0.05","pending","2026-04-15 12:09:31.616+00","69f1f7cb8b6f84386ebd5108","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69d8099e38661c6c0e5f15d6","Courtage annulation 5% sur part 3ea578 (62.2$)","311","69de474a66670790564cf158","platform_fee","","","2026-04-14 13:55:23.105+00","6220","2026-04-29 01:23:22.614+00","CAD","","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd5109","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"proportional_deposit","69d8099e38661c6c0e5f15d6","Part dépôt annulation — contrat 263$ × 100.0% = 62.2$ - fee 5% = 59.09$","5909","69de474a66670790564cf158","talent_payout","698c747aee05acfdd23ea578","tr_1TRMr0EDnfppNFcx541sgtVc","2026-04-14 13:55:23.105+00","26300","2026-04-29 01:23:22.614+00","CAD","0.05","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd510a","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69d81aa1c594498c3e155347","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.0 mod 0.95 = 11.40% = 34.2$","3420","69d81bcd5c2514ffce120674","platform_fee","","","2026-04-10 18:40:19.608+00","3420","2026-04-19 15:13:15.524+00","CAD","","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd510b","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69d81aa1c594498c3e155347","Talent présent — 300$ - fee 11.40% = 265.8$ [source: snapshot_fallback]","26580","69d81bcd5c2514ffce120674","talent_payout","698d204286a5af9808991620","tr_1TNx39EDnfppNFcxmzrPYKMv","2026-04-10 18:40:19.608+00","30000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd510c","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69d8e7ab0ce0bb19c583ce31","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.0 mod 0.95 = 11.40% = 5.7$","570","69d8eaf50d9f80c2d26b95ab","platform_fee","","","2026-04-10 18:39:44.883+00","570","2026-04-19 15:13:15.524+00","CAD","","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd510d","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69d8e7ab0ce0bb19c583ce31","Talent présent — 50$ - fee 11.40% = 44.3$ [source: lineup_placement]","4430","69d8eaf50d9f80c2d26b95ab","talent_payout","698d204286a5af9808991620","tr_1TNx3CEDnfppNFcxOqr9gboY","2026-04-10 18:39:44.883+00","5000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd510e","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69d7a40951dab62ca47ba638","Courtage annulation 5% sur part 991620 (85.8$)","429","69d7b63e26b321ef56292f19","platform_fee","","","2026-04-09 14:22:54.976+00","8580","2026-04-19 15:13:15.524+00","CAD","","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd510f","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"proportional_deposit","69d7a40951dab62ca47ba638","Part dépôt annulation — contrat 300$ × 100.0% = 85.8$ - fee 5% = 81.51$","8151","69d7b63e26b321ef56292f19","talent_payout","698d204286a5af9808991620","tr_3TKII9EDnfppNFcx0ZuNcjkk","2026-04-09 14:22:54.976+00","30000","2026-04-19 15:13:15.524+00","CAD","0.05","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5110","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69d6e7da1ff67a43745b12e7","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 3.9 mod 1 = 12.00% = 21.6$","2160","69d6e9a7d020abe0084a4bf8","platform_fee","","","2026-04-09 00:30:22.506+00","2160","","CAD","","pending","2026-04-09 00:30:22.506+00","69f1f7cb8b6f84386ebd5111","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69d6e7da1ff67a43745b12e7","Talent présent — 180$ - fee 12.00% = 158.4$ [source: snapshot_fallback]","15840","69d6e9a7d020abe0084a4bf8","talent_payout","698d204286a5af9808991620","tr_1TKHXwEDnfppNFcxb0wD7o26","2026-04-09 00:30:22.506+00","18000","2026-04-09 12:18:55.088+00","CAD","0.12","paid","2026-04-09 12:18:55.088+00","69f1f7cb8b6f84386ebd5112","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69ced3c91c8aab476e75227f","Reste — aucun talent confirmé","0","69d0ed1e6a9d32a1810b9c0b","platform_production","","","2026-04-05 11:29:06.101+00","0","","CAD","","pending","2026-04-05 11:29:06.101+00","69f1f7cb8b6f84386ebd5113","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69ced3c91c8aab476e75227f","100$ fixe vidéo","10000","69d0ed1e6a9d32a1810b9c0b","talent_video","","","2026-04-05 11:29:06.101+00","10000","","CAD","","voided","2026-04-05 11:29:06.101+00","69f1f7cb8b6f84386ebd5114","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69ced3c91c8aab476e75227f","15% commission vendeur","0","69d0ed1e6a9d32a1810b9c0b","seller_commission","","","2026-04-05 11:29:06.101+00","0","","CAD","","pending","2026-04-05 11:29:06.101+00","69f1f7cb8b6f84386ebd5115","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69ced3c91c8aab476e75227f","12% courtage Micro Rave","0","69d0ed1e6a9d32a1810b9c0b","platform_fee","","","2026-04-05 11:29:06.101+00","0","","CAD","","pending","2026-04-05 11:29:06.101+00","69f1f7cb8b6f84386ebd5116","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfb14c04d115e0f255f343","Reste — aucun talent confirmé","0","69cfb65d06483e1fec1ec8dd","platform_production","","","2026-04-04 13:29:06.267+00","0","","CAD","","pending","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd5117","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
